epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,0,,,0.6967810392379761,8.788966178894043,0.9367756843566895,1.1811400651931763,0.9367756843566895
0,49,,0.7805334329605103,,,,,
0,99,,0.8096837997436523,,,,,
0,149,,0.786948561668396,,,,,
0,199,,0.812234103679657,,,,,
0,249,,0.7859868407249451,,,,,
0,299,,0.8165383338928223,,,,,
0,349,,0.7709254026412964,,,,,
0,399,,0.7814879417419434,,,,,
0,449,,0.7891342043876648,,,,,
0,499,,0.779279351234436,,,,,
0,549,,0.7901967763900757,,,,,
0,599,,0.8138795495033264,,,,,
0,649,,0.809409499168396,,,,,
0,699,,0.7869031429290771,,,,,
0,749,,0.8057238459587097,,,,,
0,799,,0.7770857214927673,,,,,
0,849,,0.8285760283470154,,,,,
0,899,,0.8059747815132141,,,,,
0,949,,0.8065493106842041,,,,,
0,999,,0.7801608443260193,,,,,
0,1049,,0.7655296921730042,,,,,
0,1099,,0.7900027632713318,,,,,
0,1149,,0.7844334244728088,,,,,
0,1199,,0.8106576204299927,,,,,
0,1249,,0.8198444843292236,,,,,
0,1299,,0.7698373794555664,,,,,
0,1349,,0.7894967794418335,,,,,
0,1399,,0.8062834739685059,,,,,
0,1449,,0.8268544673919678,,,,,
0,1499,,0.8280749320983887,,,,,
0,1549,,0.8356434106826782,,,,,
0,1599,,0.7808152437210083,,,,,
0,1649,,0.7944709658622742,,,,,
0,1699,,0.8001322746276855,,,,,
0,1749,,0.8338653445243835,,,,,
0,1750,,,0.6918325424194336,9.517518043518066,0.9207757115364075,1.174201250076294,0.9207757115364075
0,1750,0.8025907874107361,,,,,,
1,1799,,0.776340126991272,,,,,
1,1849,,0.8342437148094177,,,,,
1,1899,,0.829059898853302,,,,,
1,1949,,0.7882757186889648,,,,,
1,1999,,0.7752842903137207,,,,,
1,2049,,0.8056476712226868,,,,,
1,2099,,0.7947394847869873,,,,,
1,2149,,0.8059366941452026,,,,,
1,2199,,0.7739090323448181,,,,,
1,2249,,0.7958259582519531,,,,,
1,2299,,0.7982769012451172,,,,,
1,2349,,0.7856100797653198,,,,,
1,2399,,0.8398818373680115,,,,,
1,2449,,0.8183833956718445,,,,,
1,2499,,0.7974249124526978,,,,,
1,2549,,0.7859771847724915,,,,,
1,2599,,0.8012276887893677,,,,,
1,2649,,0.788908064365387,,,,,
1,2699,,0.796934187412262,,,,,
1,2749,,0.8023280501365662,,,,,
1,2799,,0.7837348580360413,,,,,
1,2849,,0.7736724019050598,,,,,
1,2899,,0.8061655163764954,,,,,
1,2949,,0.7953330278396606,,,,,
1,2999,,0.7786324620246887,,,,,
1,3049,,0.7843040823936462,,,,,
1,3099,,0.777474582195282,,,,,
1,3149,,0.7856822609901428,,,,,
1,3199,,0.7907329797744751,,,,,
1,3249,,0.832904040813446,,,,,
1,3299,,0.8126339912414551,,,,,
1,3349,,0.793587863445282,,,,,
1,3399,,0.7866725325584412,,,,,
1,3449,,0.7881256341934204,,,,,
1,3499,,0.8031700849533081,,,,,
1,3501,,,0.6941618323326111,9.121615409851074,0.9271683692932129,1.175498604774475,0.9271683692932129
1,3501,0.8003643751144409,,,,,,
2,3549,,0.8416935205459595,,,,,
2,3599,,0.8368152379989624,,,,,
2,3649,,0.806732177734375,,,,,
2,3699,,0.8076733350753784,,,,,
2,3749,,0.8026884198188782,,,,,
2,3799,,0.8136284351348877,,,,,
2,3849,,0.8231645226478577,,,,,
2,3899,,0.7959997653961182,,,,,
2,3949,,0.821170449256897,,,,,
2,3999,,0.7942373752593994,,,,,
2,4049,,0.8186636567115784,,,,,
2,4099,,0.8066377639770508,,,,,
2,4149,,0.7857564687728882,,,,,
2,4199,,0.7863783240318298,,,,,
2,4249,,0.8044065833091736,,,,,
2,4299,,0.7968403697013855,,,,,
2,4349,,0.8018569350242615,,,,,
2,4399,,0.7726930975914001,,,,,
2,4449,,0.8280000686645508,,,,,
2,4499,,0.7916634678840637,,,,,
2,4549,,0.8095004558563232,,,,,
2,4599,,0.7813419103622437,,,,,
2,4649,,0.8162320256233215,,,,,
2,4699,,0.8008588552474976,,,,,
2,4749,,0.7815065979957581,,,,,
2,4799,,0.7915535569190979,,,,,
2,4849,,0.8058522343635559,,,,,
2,4899,,0.7931460738182068,,,,,
2,4949,,0.7778493165969849,,,,,
2,4999,,0.7870981097221375,,,,,
2,5049,,0.7848708629608154,,,,,
2,5099,,0.7810404300689697,,,,,
2,5149,,0.7759048938751221,,,,,
2,5199,,0.7772855758666992,,,,,
2,5249,,0.8367297649383545,,,,,
2,5252,,,0.6961181163787842,9.423112869262695,0.9335482120513916,1.1770259141921997,0.9335482120513916
2,5252,0.7982723712921143,,,,,,
3,5299,,0.7977535128593445,,,,,
3,5349,,0.7671661376953125,,,,,
3,5399,,0.7704707384109497,,,,,
3,5449,,0.8065028786659241,,,,,
3,5499,,0.7842574119567871,,,,,
3,5549,,0.7925864458084106,,,,,
3,5599,,0.7878201603889465,,,,,
3,5649,,0.8084741234779358,,,,,
3,5699,,0.7933047413825989,,,,,
3,5749,,0.8101138472557068,,,,,
3,5799,,0.8085442185401917,,,,,
3,5849,,0.7887686491012573,,,,,
3,5899,,0.7965487241744995,,,,,
3,5949,,0.7976067662239075,,,,,
3,5999,,0.8177470564842224,,,,,
3,6049,,0.8000903129577637,,,,,
3,6099,,0.7694627642631531,,,,,
3,6149,,0.7924171090126038,,,,,
3,6199,,0.772159218788147,,,,,
3,6249,,0.8089599609375,,,,,
3,6299,,0.7985484004020691,,,,,
3,6349,,0.7790760397911072,,,,,
3,6399,,0.7724034190177917,,,,,
3,6449,,0.7620083093643188,,,,,
3,6499,,0.7977153062820435,,,,,
3,6549,,0.768609881401062,,,,,
3,6599,,0.82310950756073,,,,,
3,6649,,0.849024772644043,,,,,
3,6699,,0.8161197304725647,,,,,
3,6749,,0.7853962182998657,,,,,
3,6799,,0.8100076913833618,,,,,
3,6849,,0.8012889623641968,,,,,
3,6899,,0.7709575295448303,,,,,
3,6949,,0.8353137373924255,,,,,
3,6999,,0.7705242037773132,,,,,
3,7003,,,0.7033194303512573,8.78671932220459,0.9393343329429626,1.1796379089355469,0.9393343329429626
3,7003,0.796389639377594,,,,,,
4,7049,,0.8075543642044067,,,,,
4,7099,,0.8031713962554932,,,,,
4,7149,,0.8457651734352112,,,,,
4,7199,,0.7620888352394104,,,,,
4,7249,,0.8115270137786865,,,,,
4,7299,,0.7829769253730774,,,,,
4,7349,,0.813076376914978,,,,,
4,7399,,0.8245257139205933,,,,,
4,7449,,0.7805672287940979,,,,,
4,7499,,0.8082849979400635,,,,,
4,7549,,0.7939959764480591,,,,,
4,7599,,0.7678861618041992,,,,,
4,7649,,0.7635865807533264,,,,,
4,7699,,0.7636131644248962,,,,,
4,7749,,0.7945546507835388,,,,,
4,7799,,0.7793594598770142,,,,,
4,7849,,0.7844205498695374,,,,,
4,7899,,0.8046259880065918,,,,,
4,7949,,0.7885953187942505,,,,,
4,7999,,0.7912927865982056,,,,,
4,8049,,0.8064481019973755,,,,,
4,8099,,0.7724859118461609,,,,,
4,8149,,0.8016319274902344,,,,,
4,8199,,0.8223149180412292,,,,,
4,8249,,0.7832897901535034,,,,,
4,8299,,0.8007500767707825,,,,,
4,8349,,0.8026688694953918,,,,,
4,8399,,0.7963111400604248,,,,,
4,8449,,0.7669087052345276,,,,,
4,8499,,0.7969912886619568,,,,,
4,8549,,0.7914210557937622,,,,,
4,8599,,0.7789696455001831,,,,,
4,8649,,0.7881820797920227,,,,,
4,8699,,0.8332207798957825,,,,,
4,8749,,0.7793257236480713,,,,,
4,8754,,,0.7005097270011902,9.595110893249512,0.9399524927139282,1.172573447227478,0.9399524927139282
4,8754,0.7946013808250427,,,,,,
5,8799,,0.7945275902748108,,,,,
5,8849,,0.8034846782684326,,,,,
5,8899,,0.7827626466751099,,,,,
5,8949,,0.805008590221405,,,,,
5,8999,,0.7616892457008362,,,,,
5,9049,,0.8181799054145813,,,,,
5,9099,,0.7988406419754028,,,,,
5,9149,,0.7580738067626953,,,,,
5,9199,,0.7882866263389587,,,,,
5,9249,,0.8152506947517395,,,,,
5,9299,,0.7648794651031494,,,,,
5,9349,,0.7859366536140442,,,,,
5,9399,,0.7958564758300781,,,,,
5,9449,,0.783941924571991,,,,,
5,9499,,0.8046396970748901,,,,,
5,9549,,0.8009718060493469,,,,,
5,9599,,0.7854122519493103,,,,,
5,9649,,0.7659528851509094,,,,,
5,9699,,0.7835755348205566,,,,,
5,9749,,0.7757346630096436,,,,,
5,9799,,0.7578842043876648,,,,,
5,9849,,0.7934836745262146,,,,,
5,9899,,0.7785019278526306,,,,,
5,9949,,0.826740562915802,,,,,
5,9999,,0.7897824048995972,,,,,
5,10049,,0.7558099031448364,,,,,
