epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,0,,,0.6534751653671265,6.820280075073242,0.8766155242919922,1.127595067024231,0.8766155242919922
0,49,,0.8192164301872253,,,,,
0,99,,0.8512623310089111,,,,,
0,149,,0.8224766254425049,,,,,
0,199,,0.8214737772941589,,,,,
0,249,,0.835245668888092,,,,,
0,299,,0.8487944602966309,,,,,
0,349,,0.8739097714424133,,,,,
0,399,,0.8666484951972961,,,,,
0,449,,0.8123207688331604,,,,,
0,499,,0.8632913827896118,,,,,
0,549,,0.8452494144439697,,,,,
0,599,,0.8173900842666626,,,,,
0,649,,0.786719799041748,,,,,
0,699,,0.8492987751960754,,,,,
0,749,,0.8841776251792908,,,,,
0,799,,0.7866904735565186,,,,,
0,849,,0.8417340517044067,,,,,
0,899,,0.881752610206604,,,,,
0,949,,0.8147613406181335,,,,,
0,999,,0.836784303188324,,,,,
0,1049,,0.806026816368103,,,,,
0,1099,,0.8297590017318726,,,,,
0,1149,,0.8877332210540771,,,,,
0,1199,,0.8579497337341309,,,,,
0,1249,,0.811713457107544,,,,,
0,1299,,0.83493572473526,,,,,
0,1349,,0.829512357711792,,,,,
0,1399,,0.8382551074028015,,,,,
0,1449,,0.7998989224433899,,,,,
0,1499,,0.8828573822975159,,,,,
0,1549,,0.8291001915931702,,,,,
0,1599,,0.8165367245674133,,,,,
0,1649,,0.8012105226516724,,,,,
0,1699,,0.8327487707138062,,,,,
0,1749,,0.8277616500854492,,,,,
0,1799,,0.8090507388114929,,,,,
0,1849,,0.7852835655212402,,,,,
0,1899,,0.8484072089195251,,,,,
0,1949,,0.7897876501083374,,,,,
0,1999,,0.8538708090782166,,,,,
0,2049,,0.8098557591438293,,,,,
0,2099,,0.8243250250816345,,,,,
0,2149,,0.9008183479309082,,,,,
0,2199,,0.8351605534553528,,,,,
0,2249,,0.7931973338127136,,,,,
0,2299,,0.8357649445533752,,,,,
0,2349,,0.8406735062599182,,,,,
0,2399,,0.8027157187461853,,,,,
0,2449,,0.8376986980438232,,,,,
0,2499,,0.8211035132408142,,,,,
0,2549,,0.8632420897483826,,,,,
0,2599,,0.8136554956436157,,,,,
0,2649,,0.816353440284729,,,,,
0,2699,,0.8553668856620789,,,,,
0,2749,,0.8750291466712952,,,,,
0,2799,,0.8141618967056274,,,,,
0,2849,,0.8054141998291016,,,,,
0,2899,,0.871989905834198,,,,,
0,2949,,0.8366694450378418,,,,,
0,2999,,0.8062161207199097,,,,,
0,3049,,0.8210555911064148,,,,,
0,3099,,0.8551912903785706,,,,,
0,3149,,0.8425840735435486,,,,,
0,3199,,0.7722334265708923,,,,,
0,3249,,0.7902148962020874,,,,,
0,3299,,0.8059138655662537,,,,,
0,3349,,0.8412930965423584,,,,,
0,3399,,0.8319833874702454,,,,,
0,3449,,0.8011643886566162,,,,,
0,3488,,,0.6526330709457397,6.81862211227417,0.8763365149497986,1.1211051940917969,0.8763365149497986
0,3488,0.8279898762702942,,,,,,
1,3499,,0.8418686985969543,,,,,
1,3549,,0.8043189644813538,,,,,
1,3599,,0.8017086982727051,,,,,
1,3649,,0.7935742735862732,,,,,
1,3699,,0.8198315501213074,,,,,
1,3749,,0.8019425868988037,,,,,
1,3799,,0.8517574071884155,,,,,
1,3849,,0.7943300008773804,,,,,
1,3899,,0.7562707662582397,,,,,
1,3949,,0.8245604634284973,,,,,
1,3999,,0.813627302646637,,,,,
1,4049,,0.7704434394836426,,,,,
1,4099,,0.7699530124664307,,,,,
1,4149,,0.7647880911827087,,,,,
1,4199,,0.8242650032043457,,,,,
1,4249,,0.8279258608818054,,,,,
1,4299,,0.8832597732543945,,,,,
1,4349,,0.7631562948226929,,,,,
1,4399,,0.8455289602279663,,,,,
1,4449,,0.7981551289558411,,,,,
1,4499,,0.8497782349586487,,,,,
1,4549,,0.9404674172401428,,,,,
1,4599,,0.7937453389167786,,,,,
1,4649,,0.8547912240028381,,,,,
1,4699,,0.8226180076599121,,,,,
1,4749,,0.7828837633132935,,,,,
1,4799,,0.8902347683906555,,,,,
1,4849,,0.8009083271026611,,,,,
1,4899,,0.7977789640426636,,,,,
1,4949,,0.8042190670967102,,,,,
1,4999,,0.7944994568824768,,,,,
1,5049,,0.8201982975006104,,,,,
1,5099,,0.8161684274673462,,,,,
1,5149,,0.8508975505828857,,,,,
