epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.8490784764289856,,,,,
0,99,,1.154144048690796,,,,,
0,149,,0.7459852695465088,,,,,
0,199,,0.7443581223487854,,,,,
0,249,,0.7135260701179504,,,,,
0,299,,0.6393498778343201,,,,,
0,349,,0.6765668392181396,,,,,
0,399,,0.7906084060668945,,,,,
0,449,,0.906636655330658,,,,,
0,499,,0.8337226510047913,,,,,
0,549,,0.7955722808837891,,,,,
0,599,,0.6623664498329163,,,,,
0,649,,0.6460750699043274,,,,,
0,699,,0.7343445420265198,,,,,
0,749,,0.7154926657676697,,,,,
0,799,,0.7137146592140198,,,,,
0,849,,0.7396702170372009,,,,,
0,899,,0.6436042189598083,,,,,
0,949,,0.7062716484069824,,,,,
0,999,,0.7544212341308594,,,,,
0,1049,,0.6781365275382996,,,,,
0,1099,,0.6597135066986084,,,,,
0,1149,,0.743522584438324,,,,,
0,1199,,0.6819486618041992,,,,,
0,1249,,0.6388958096504211,,,,,
0,1299,,0.6478050947189331,,,,,
0,1349,,0.700343906879425,,,,,
0,1399,,0.6665867567062378,,,,,
0,1449,,0.7092767357826233,,,,,
0,1499,,0.6810665726661682,,,,,
0,1549,,0.6939551830291748,,,,,
0,1599,,0.7427402138710022,,,,,
0,1649,,0.6914622783660889,,,,,
0,1699,,0.6823689937591553,,,,,
0,1749,,0.8096379637718201,,,,,
0,1799,,0.6979424953460693,,,,,
0,1849,,0.6532942056655884,,,,,
0,1899,,0.6491590738296509,,,,,
0,1949,,0.7802484035491943,,,,,
0,1999,,0.6493939161300659,,,,,
0,2049,,0.6584243774414062,,,,,
0,2099,,0.725273847579956,,,,,
0,2149,,0.6671583652496338,,,,,
0,2199,,0.6399192214012146,,,,,
0,2249,,0.6942732334136963,,,,,
0,2299,,0.7503566145896912,,,,,
0,2349,,0.7096747159957886,,,,,
0,2399,,0.67400062084198,,,,,
0,2449,,0.6579065918922424,,,,,
0,2499,,0.6611934304237366,,,,,
0,2549,,0.7506930828094482,,,,,
0,2599,,0.6357805728912354,,,,,
0,2649,,0.6907733678817749,,,,,
0,2699,,0.6268536448478699,,,,,
0,2749,,0.6316902041435242,,,,,
0,2799,,0.6722010374069214,,,,,
0,2849,,0.6802845597267151,,,,,
0,2899,,0.6829070448875427,,,,,
0,2949,,0.5939958095550537,,,,,
0,2999,,0.698788583278656,,,,,
0,3049,,0.868584930896759,,,,,
0,3099,,0.6407677531242371,,,,,
0,3149,,0.6680575609207153,,,,,
0,3199,,0.6626564860343933,,,,,
0,3249,,0.7944156527519226,,,,,
0,3299,,0.6493427753448486,,,,,
0,3349,,0.6223177909851074,,,,,
0,3399,,0.6564954519271851,,,,,
0,3449,,0.6998931169509888,,,,,
0,3499,,0.6137936115264893,,,,,
0,3549,,0.6430294513702393,,,,,
0,3599,,0.6352372765541077,,,,,
0,3649,,0.6588860750198364,,,,,
0,3699,,0.6378980875015259,,,,,
0,3749,,0.6232645511627197,,,,,
0,3799,,0.6221937537193298,,,,,
0,3849,,0.6441169381141663,,,,,
0,3899,,0.7000592350959778,,,,,
0,3949,,0.6490196585655212,,,,,
0,3999,,0.6727263331413269,,,,,
0,4049,,0.6624253988265991,,,,,
0,4099,,0.6679821014404297,,,,,
0,4127,,,0.5462839007377625,3.5142877101898193,0.8430839776992798,0.883079469203949,0.8430839776992798
0,4127,0.7103064656257629,,,,,,
1,4149,,0.6719857454299927,,,,,
1,4199,,0.6176659464836121,,,,,
1,4249,,0.7141180634498596,,,,,
1,4299,,0.6769124865531921,,,,,
1,4349,,0.6415091753005981,,,,,
1,4399,,0.6650103330612183,,,,,
1,4449,,0.6524738669395447,,,,,
1,4499,,0.6013612747192383,,,,,
1,4549,,0.7472684979438782,,,,,
1,4599,,0.6384636759757996,,,,,
1,4649,,0.6626133322715759,,,,,
1,4699,,0.8100413680076599,,,,,
1,4749,,0.6333587765693665,,,,,
1,4799,,0.6121549010276794,,,,,
1,4849,,0.6355987787246704,,,,,
1,4899,,0.6276917457580566,,,,,
1,4949,,0.6349234580993652,,,,,
1,4999,,0.7361174821853638,,,,,
1,5049,,0.630838930606842,,,,,
1,5099,,0.6257957816123962,,,,,
1,5149,,0.6713435649871826,,,,,
1,5199,,0.647114634513855,,,,,
